Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:46830000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
46830000;2;01/12/1999;;1;1;169,034;106,914;143,461;29;17;1;1;1;;0;139,579;141,549;141,549;140,563;138,597;136,64;133,723;135,666;138,597;143,529;146,516;145,518;142,538;135,666;121,433;110,991;106,914;112,019;135,666;138,597;142,538;148,518;155,598;162,786;162,786;162,786;164,86;165,9;169,034;166,943;159,692;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1999;;1;1;137,618;79,108;104,997;30;18;1;1;1;;0;97,95;102,894;106,914;113,051;116,168;115,126;112,019;108,945;102,894;101,898;98,932;95,029;88,341;85,531;82,755;80,014;80,014;79,108;81,837;87,4;93,099;102,894;114,087;120,373;125,707;127,866;127,866;129,866;133,723;137,618;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1999;;1;1;90,233;66,836;70,406;31;6;1;1;1;;0;77,307;74,636;72;70,262;68,541;66,836;67,686;66,836;66,836;66,836;67,686;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;69,4;73,753;72;76,413;80,924;85,531;90,233;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1999;;1;1;80,014;65,146;68,555;29;20;1;1;1;;0;67,686;67,686;67,686;67,686;67,686;67,686;67,686;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;66,836;65,989;65,989;65,989;65,146;65,146;65,146;65,989;66,836;70,262;72;75,523;78,206;80,014;79,108;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1999;;1;1;72;68,541;70,016;1;23;1;1;1;;0;72;72;72;72;71,129;71,129;71,129;71,129;71,129;71,129;71,129;70,262;70,262;70,262;70,262;70,262;69,4;69,4;69,4;69,4;69,4;69,4;68,541;68,541;68,541;68,541;68,541;68,541;68,541;68,541;68,541;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1999;;1;1;75,523;72;73,473;1;24;1;1;1;;0;75,523;75,523;74,636;74,636;74,636;74,636;74,636;74,636;74,636;74,636;73,753;73,753;73,753;73,753;73,753;73,753;73,753;72,875;72,875;72,875;72,875;72,875;72,875;72;72;72;72;72;72;72;72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1999;;1;1;80,014;75,523;77,401;1;27;1;1;1;;0;80,014;80,014;80,014;79,108;79,108;78,206;78,206;78,206;78,206;78,206;78,206;77,307;77,307;77,307;77,307;77,307;77,307;77,307;76,413;76,413;76,413;76,413;76,413;76,413;76,413;76,413;75,523;75,523;75,523;75,523;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1999;;1;1;89,285;80,924;84,226;17;29;1;1;1;;0;84,602;83,676;83,676;82,755;82,755;82,755;81,837;81,837;83,676;84,602;84,602;85,531;85,531;86,464;85,531;87,4;89,285;89,285;89,285;87,4;85,531;84,602;83,676;82,755;82,755;82,755;81,837;81,837;80,924;80,924;80,924;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1999;;1;1;103,893;84,602;89,56;1;13;2;2;2;;0;103,893;101,898;99,917;97,95;94,062;92,14;91,184;91,184;89,285;88,341;87,4;87,4;84,602;85,531;85,531;85,531;84,602;84,602;86,464;87,4;89,285;90,233;91,184;90,233;89,285;87,4;85,531;85,531;84,602;84,602;;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1999;;1;1;170,362;105,903;137,325;11;31;2;2;2;;0;134,017;135,893;138,719;141,558;142,508;148,234;154,893;157,751;161,592;167,42;170,362;167,987;161,753;158,665;153,564;148,518;143,529;138,597;134,693;122,496;122,496;124,634;122,496;120,373;118,263;116,168;114,087;112,019;109,966;107,928;105,903;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;2;
46830000;2;01/02/1999;;1;1;130,283;92,632;104,241;26;13;1;1;1;;0;97,826;101,324;104,851;106,624;108,405;107,513;104,851;103,966;100,447;97,826;96,087;94,356;92,632;93,493;95,22;94,356;94,356;93,493;94,356;93,493;96,955;102,203;108,405;119,228;125,649;130,283;130,283;130,283;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1999;;1;1;136,834;92,632;110,565;20;29;1;1;1;;0;96,955;95,22;96,955;97,826;100,447;102,203;103,966;107,513;110,192;112,885;116,5;119,228;119,228;118,317;121,97;125,649;127,498;130,283;134,017;136,834;134,954;128,424;113,786;105,736;100,447;97,826;96,087;94,356;92,632;94,356;95,22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1998;;1;1;124,727;97,826;114,058;10;17;1;1;1;;0;121,054;118,317;122,887;117,407;114,689;115,594;118,317;121,054;122,887;124,727;122,887;122,887;121,97;115,594;108,405;102,203;97,826;99,571;101,324;110,192;113,786;115,594;118,317;121,054;120,14;118,317;112,885;108,405;103,966;103,084;100,447;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1998;;1;1;121,054;74,99;102,975;30;1;2;2;2;;0;74,99;74,99;77,457;80,775;85,81;95,22;102,203;104,851;111,088;114,689;111,088;103,966;98,698;98,698;101,324;101,324;101,324;103,084;106,624;108,405;108,405;108,405;108,405;111,088;111,986;112,885;113,786;116,5;120,14;121,054;;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1998;;1;1;81,609;70,113;74,83;25;9;1;1;1;;0;71,73;71,73;71,73;70,92;70,92;70,92;70,92;70,92;70,113;70,113;70,113;70,92;72,542;73,356;74,172;74,172;73,356;73,356;76,633;79,942;80,775;80,775;80,775;80,775;81,609;81,609;79,942;77,457;75,81;75,81;75,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1998;;1;1;74,172;71,73;72,624;1;23;1;1;1;;0;74,172;74,172;74,172;74,172;74,172;73,356;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;72,542;71,73;71,73;71,73;71,73;71,73;71,73;71,73;71,73;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1998;;1;1;78,284;74,172;76,264;1;27;1;1;1;;0;78,284;78,284;78,284;78,284;78,284;78,284;77,457;77,457;77,457;77,457;77,457;77,457;76,633;76,633;76,633;75,81;75,81;75,81;75,81;75,81;74,99;74,99;74,99;74,99;74,99;74,99;74,172;74,172;74,172;74,172;74,172;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1998;;1;1;81,609;78,284;80,239;1;28;1;1;1;;0;81,609;81,609;81,609;81,609;81,609;81,609;81,609;80,775;80,775;80,775;80,775;80,775;80,775;80,775;80,775;80,775;79,942;79,942;79,942;79,942;79,942;79,942;79,942;79,112;79,112;79,112;79,112;78,284;78,284;78,284;78,284;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1998;;1;1;84,966;81,609;83,285;1;26;1;1;1;;0;84,966;84,966;84,966;84,966;84,966;84,966;84,124;84,124;84,124;84,124;83,284;83,284;83,284;83,284;83,284;83,284;83,284;83,284;83,284;82,445;82,445;82,445;82,445;82,445;82,445;81,609;81,609;81,609;81,609;81,609;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1998;;1;1;100,447;84,966;90,587;8;29;1;1;1;;0;90,06;90,915;92,632;93,493;95,22;96,955;96,955;100,447;100,447;99,571;98,698;95,22;92,632;90,915;90,06;88,354;87,504;87,504;87,504;87,504;86,656;86,656;86,656;86,656;86,656;85,81;85,81;85,81;84,966;84,966;84,966;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1998;;1;1;108,405;89,206;96,005;1;28;1;1;1;;0;108,405;105,736;102,203;100,447;101,324;103,966;103,966;102,203;101,324;98,698;96,087;95,22;94,356;94,356;94,356;94,356;94,356;94,356;93,493;92,632;92,632;91,772;92,632;91,772;90,915;90,915;90,06;89,206;89,206;89,206;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1998;;1;1;111,088;97,826;104,951;1;12;1;1;1;;0;111,088;106,624;104,851;104,851;105,736;105,736;105,736;104,851;103,084;101,324;99,571;97,826;97,826;101,324;105,736;111,088;109,297;107,513;108,405;109,297;108,405;107,513;103,966;102,203;100,447;102,203;101,324;103,084;103,966;108,405;110,192;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1998;;1;1;148,234;96,087;123,185;23;8;1;1;1;;0;131,214;123,806;116,5;108,405;104,851;100,447;97,826;96,087;96,955;100,447;106,624;111,986;118,317;122,887;129,353;134,017;135,893;139,664;137,776;137,776;139,664;144,411;148,234;147,276;143,458;135,893;124,727;114,689;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1998;;1;1;135,893;92,632;110,701;30;4;1;1;1;;0;99,571;96,955;94,356;92,632;92,632;94,356;96,955;98,698;99,571;100,447;101,324;104,851;108,405;109,297;108,405;108,405;107,513;106,624;104,851;107,513;114,689;119,228;119,228;121,054;126,573;128,424;130,283;133,081;134,954;135,893;134,954;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1997;;1;1;109,297;86,656;100,037;8;1;1;1;1;;0;86,656;88,354;91,772;96,955;102,203;106,624;107,513;109,297;106,624;103,966;101,324;97,826;96,087;94,356;95,22;96,087;97,826;98,698;100,447;103,966;105,736;107,513;108,405;108,405;105,736;100,447;95,22;92,632;94,356;99,571;101,324;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1997;;1;1;106,624;78,284;90,237;19;11;1;1;1;;0;93,493;94,356;93,493;90,915;88,354;84,966;82,445;80,775;79,942;79,112;78,284;79,112;80,775;84,966;89,206;93,493;100,447;105,736;106,624;106,624;104,851;100,447;96,087;92,632;90,06;86,656;84,966;84,966;87,504;85,81;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1997;;1;1;99,571;74,99;83,889;24;14;1;1;1;;0;76,633;75,81;75,81;76,633;78,284;81,609;83,284;83,284;81,609;79,942;78,284;76,633;75,81;74,99;74,99;74,99;74,99;75,81;79,942;88,354;90,06;94,356;96,955;99,571;97,826;96,087;93,493;91,772;90,06;90,915;91,772;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1997;;1;1;83,284;77,457;80,223;13;29;1;1;1;;0;80,775;80,775;79,942;79,112;79,112;79,112;79,112;79,112;78,284;78,284;79,112;82,445;83,284;83,284;83,284;82,445;81,609;80,775;79,942;79,112;79,942;80,775;80,775;80,775;80,775;80,775;79,942;79,112;77,457;77,457;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1997;;1;1;85,81;80,775;83,369;1;27;1;1;1;;0;85,81;85,81;85,81;85,81;84,966;84,966;84,966;84,966;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;83,284;82,445;82,445;82,445;82,445;82,445;82,445;82,445;82,445;81,609;80,775;80,775;80,775;80,775;80,775;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1997;;1;1;91,772;85,81;88,578;1;29;1;1;1;;0;91,772;91,772;90,915;90,915;90,915;90,06;90,06;90,06;90,06;89,206;89,206;89,206;89,206;89,206;89,206;88,354;88,354;88,354;88,354;88,354;87,504;87,504;86,656;86,656;86,656;86,656;86,656;86,656;85,81;85,81;85,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1997;;1;1;101,324;91,772;96,24;14;29;1;1;1;;0;97,826;96,955;96,955;96,955;96,087;96,087;96,087;96,087;96,087;96,087;96,955;98,698;99,571;101,324;101,324;101,324;99,571;97,826;96,955;96,087;95,22;94,356;94,356;93,493;93,493;92,632;92,632;92,632;91,772;91,772;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1997;;1;1;134,954;98,698;113,555;5;31;1;1;1;;0;132,147;132,147;133,081;134,017;134,954;134,017;130,283;125,649;120,14;116,5;112,885;109,297;107,513;105,736;103,966;103,084;105,736;110,192;113,786;115,594;113,786;111,088;106,624;103,084;103,084;102,203;101,324;100,447;99,571;99,571;98,698;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1997;;1;1;216,767;109,297;142,009;4;14;1;1;1;;0;195,438;198,197;208,058;216,767;215,299;205,208;187,396;170,362;152,998;136,834;122,887;115,594;111,088;109,297;109,297;112,885;114,689;120,14;122,887;122,887;121,054;119,228;114,689;111,986;110,192;114,689;125,649;129,353;133,081;132,147;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1997;;1;1;233,357;95,22;143,502;28;17;1;1;1;;0;105,736;111,088;116,5;126,573;133,081;139,664;142,508;143,458;142,508;136,834;129,353;123,806;114,689;106,624;100,447;97,826;95,22;101,324;108,405;121,97;137,776;151,117;160,629;166,443;174,315;184,346;208,058;233,357;227,23;209,493;198,197;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1997;;1;1;135,893;90,06;102,48;1;22;1;1;1;;0;135,893;133,081;127,498;122,887;116,5;112,885;109,297;105,736;103,084;100,447;98,698;96,087;94,356;93,493;93,493;92,632;91,772;92,632;92,632;91,772;90,915;90,06;90,915;93,493;96,087;101,324;99,571;102,203;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
46830000;2;01/01/1997;;1;1;138,719;110,192;124,007;26;16;1;1;1;;0;111,088;112,885;113,786;114,689;116,5;121,97;126,573;127,498;126,573;124,727;124,727;123,806;118,317;114,689;111,986;110,192;115,594;113,786;113,786;119,228;124,727;130,283;133,081;136,834;137,776;138,719;136,834;136,834;135,893;134,954;135,893;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1996;;1;1;119,228;79,112;92,424;2;22;1;1;1;;0;117,407;119,228;119,228;114,689;109,297;99,571;93,493;90,915;86,656;85,81;85,81;85,81;85,81;85,81;85,81;85,81;84,124;83,284;82,445;81,609;79,942;79,112;80,775;80,775;83,284;87,504;89,206;93,493;97,826;103,084;107,513;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1996;;1;1;121,054;79,112;97,5;25;13;1;1;1;;0;82,445;86,656;90,915;92,632;92,632;91,772;90,06;88,354;87,504;85,81;83,284;80,775;79,112;79,112;81,609;83,284;88,354;91,772;96,087;101,324;107,513;114,689;116,5;120,14;121,054;121,054;118,317;119,228;117,407;115,594;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1996;;1;1;84,966;72,542;79,503;20;1;1;1;1;;0;72,542;72,542;73,356;74,99;77,457;79,942;80,775;81,609;81,609;82,445;82,445;80,775;79,942;79,112;77,457;77,457;79,112;81,609;83,284;84,966;84,966;84,966;83,284;81,609;79,942;78,284;76,633;75,81;77,457;78,284;79,942;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1996;;1;1;75,81;71,73;73,548;1;29;1;1;1;;0;75,81;74,99;74,99;74,99;74,99;74,172;74,172;74,172;74,172;74,172;74,172;73,356;73,356;73,356;73,356;73,356;73,356;73,356;73,356;73,356;73,356;73,356;72,542;72,542;72,542;72,542;72,542;72,542;71,73;71,73;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1996;;1;1;79,942;75,81;77,486;1;26;1;1;1;;0;79,942;79,112;79,112;79,112;79,112;79,112;79,112;78,284;78,284;78,284;78,284;77,457;77,457;77,457;77,457;77,457;77,457;77,457;77,457;76,633;76,633;76,633;76,633;76,633;76,633;75,81;75,81;75,81;75,81;75,81;75,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1996;;1;1;84,124;80,775;83,341;1;25;1;1;1;;0;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;84,124;83,284;80,775;80,775;80,775;80,775;80,775;80,775;80,775;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1996;;1;1;92,632;84,124;87,342;1;27;1;1;1;;0;92,632;92,632;90,915;90,915;90,06;89,206;89,206;89,206;89,206;88,354;88,354;87,504;87,504;87,504;87,504;86,656;86,656;86,656;85,81;85,81;85,81;85,81;84,966;84,966;84,966;84,966;84,124;84,124;84,124;84,124;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1996;;1;1;110,192;93,493;99,46;8;19;1;1;1;;0;103,084;103,084;103,084;102,203;103,084;103,966;106,624;110,192;110,192;108,405;105,736;102,203;99,571;97,826;96,087;95,22;94,356;94,356;93,493;93,493;93,493;94,356;96,087;97,826;97,826;97,826;96,955;96,955;96,087;95,22;94,356;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1996;;1;1;130,283;103,084;117,048;15;30;1;1;1;;0;122,887;123,806;121,97;120,14;118,317;116,5;113,786;113,786;111,088;108,405;111,986;113,786;118,317;121,97;130,283;130,283;129,353;129,353;129,353;124,727;120,14;116,5;114,689;112,885;110,192;108,405;106,624;104,851;103,966;103,084;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1996;;1;1;130,283;95,22;114,993;18;1;1;1;1;;0;95,22;95,22;95,22;96,955;99,571;103,084;103,084;106,624;111,986;116,5;121,97;124,727;124,727;124,727;126,573;128,424;129,353;130,283;130,283;129,353;126,573;121,97;116,5;113,786;111,986;111,088;110,192;110,192;111,986;116,5;120,14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/02/1996;;1;1;119,228;90,915;100,546;12;21;1;1;1;;0;95,22;93,493;94,356;96,955;98,698;100,447;103,084;107,513;111,088;115,594;118,317;119,228;112,885;107,513;102,203;97,826;97,826;96,087;93,493;91,772;90,915;93,493;96,955;97,826;97,826;96,955;96,087;96,087;96,087;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
46830000;2;01/01/1996;;1;1;161,592;96,087;119,163;5;17;1;1;1;;0;142,508;152,054;157,751;160,629;161,592;160,629;155,843;145,364;125,649;111,088;103,966;100,447;97,826;97,826;96,955;96,955;96,087;96,955;98,698;103,084;106,624;109,297;111,986;112,885;114,689;116,5;119,228;118,317;113,786;107,513;101,324;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/12/1995;;1;1;135,893;105,736;123,035;4;27;1;1;1;;0;131,214;132,147;134,017;135,893;135,893;132,147;128,424;122,887;118,317;115,594;118,317;120,14;119,228;120,14;126,573;125,649;124,727;121,054;121,054;121,054;121,054;121,97;121,97;118,317;113,786;106,624;105,736;110,192;124,727;130,283;134,954;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/11/1995;;1;1;129,353;78,284;92,04;30;1;1;1;1;;0;78,284;81,609;84,966;86,656;91,772;94,356;96,955;95,22;91,772;89,206;86,656;84,124;81,609;80,775;79,942;79,112;79,112;80,775;81,609;82,445;84,124;90,06;92,632;96,955;100,447;107,513;113,786;119,228;120,14;129,353;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/10/1995;;1;1;82,445;71,73;76,837;13;1;1;1;1;;0;71,73;71,73;71,73;71,73;71,73;72,542;74,172;76,633;79,112;80,775;81,609;81,609;82,445;82,445;82,445;81,609;79,942;78,284;76,633;74,99;74,172;73,356;74,172;75,81;76,633;77,457;78,284;78,284;76,633;76,633;76,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/09/1995;;1;1;74,99;71,73;73,548;1;27;1;1;1;;0;74,99;74,99;74,99;74,99;74,99;74,172;74,172;74,172;74,172;74,172;74,172;74,172;74,172;74,172;74,172;73,356;73,356;73,356;73,356;73,356;73,356;72,542;72,542;72,542;72,542;72,542;71,73;71,73;71,73;71,73;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/08/1995;;1;1;79,112;75,81;77,193;1;23;1;1;1;;0;79,112;79,112;79,112;79,112;79,112;78,284;78,284;78,284;78,284;77,457;77,457;77,457;77,457;77,457;77,457;77,457;76,633;76,633;76,633;76,633;76,633;76,633;75,81;75,81;75,81;75,81;75,81;75,81;75,81;75,81;75,81;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/07/1995;;1;1;84,124;79,112;81,423;1;30;1;1;1;;0;84,124;84,124;84,124;83,284;83,284;83,284;82,445;82,445;82,445;82,445;82,445;81,609;81,609;81,609;80,775;80,775;80,775;80,775;80,775;80,775;80,775;80,775;80,775;79,942;79,942;79,942;79,942;79,942;79,942;79,112;79,112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/06/1995;;1;1;103,084;84,124;88,378;1;29;1;1;1;;0;103,084;98,698;95,22;93,493;91,772;90,915;90,06;89,206;89,206;89,206;88,354;88,354;87,504;87,504;87,504;86,656;86,656;86,656;85,81;85,81;85,81;85,81;84,966;84,966;84,966;84,966;84,966;84,966;84,124;84,124;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/05/1995;;1;1;111,986;91,772;101,549;29;3;1;1;1;;0;94,356;93,493;91,772;96,955;96,955;101,324;106,624;109,297;110,192;110,192;110,192;110,192;106,624;103,084;100,447;98,698;96,955;96,087;94,356;93,493;92,632;91,772;92,632;96,087;100,447;104,851;106,624;109,297;111,986;111,986;108,405;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
46830000;2;01/04/1995;;1;1;122,887;95,22;105,77;1;30;1;1;1;;0;122,887;121,054;119,228;118,317;116,5;113,786;111,088;103,966;100,447;99,571;99,571;97,826;97,826;99,571;103,084;105,736;108,405;110,192;109,297;107,513;105,736;104,851;103,084;102,203;101,324;101,324;99,571;97,826;96,087;95,22;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
46830000;2;01/03/1995;;1;1;121,054;96,087;107,204;31;8;1;1;1;;0;102,203;103,084;103,084;101,324;101,324;98,698;96,955;96,087;96,087;96,955;98,698;100,447;101,324;102,203;103,084;104,851;108,405;111,986;116,5;117,407;116,5;115,594;117,407;116,5;112,885;111,986;108,405;109,297;114,689;118,317;121,054;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
